,molregno,chembl_id,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_most_apka,cx_most_bpka,cx_logp,cx_logd,molecular_species,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,full_molformula,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations
427,2263385,CHEMBL4160354,407.28,5.86,6.0,1.0,80.42,5.0,N,1.0,11.29,4.04,6.17,6.17,NEUTRAL,407.28,3.0,26.0,0.33,406.0058,C17H12Cl2N4O2S,6.0,1.0,1.0
428,2264442,CHEMBL4161411,441.18,6.72,4.0,1.0,37.28,4.0,N,1.0,11.3,4.06,7.0,7.0,NEUTRAL,441.18,3.0,24.0,0.36,438.9312,C17H12BrCl2N3S,3.0,1.0,1.0
429,2265959,CHEMBL4162928,277.31,0.48,4.0,2.0,104.44,1.0,N,0.0,9.81,,0.02,0.02,NEUTRAL,277.31,2.0,19.0,0.79,277.0633,C11H11N5O2S,7.0,3.0,0.0
430,2267857,CHEMBL4164826,412.35,7.11,4.0,1.0,37.28,4.0,N,1.0,11.3,4.61,7.22,7.21,NEUTRAL,412.35,4.0,27.0,0.29,411.0364,C21H15Cl2N3S,3.0,1.0,1.0
431,2268182,CHEMBL4165151,314.24,4.9,4.0,1.0,37.28,3.0,N,0.0,12.14,4.24,4.97,4.97,NEUTRAL,314.24,2.0,19.0,0.65,313.0207,C13H13Cl2N3S,3.0,1.0,0.0
432,2269262,CHEMBL4166231,376.31,6.26,4.0,1.0,37.28,4.0,N,1.0,11.3,4.5,6.74,6.74,NEUTRAL,376.31,3.0,24.0,0.43,375.0364,C18H15Cl2N3S,3.0,1.0,1.0
433,2269351,CHEMBL4166320,438.38,6.84,4.0,0.0,29.65,4.0,N,1.0,,0.74,6.51,6.51,NEUTRAL,438.38,4.0,29.0,0.25,437.052,C23H17Cl2N3S,3.0,0.0,1.0
434,2271690,CHEMBL4168659,455.21,7.02,4.0,1.0,37.28,4.0,N,1.0,11.98,4.19,7.64,7.64,NEUTRAL,455.21,3.0,25.0,0.34,452.9469,C18H14BrCl2N3S,3.0,1.0,1.0
435,2272678,CHEMBL4169647,396.73,6.61,4.0,1.0,37.28,4.0,N,1.0,11.3,4.05,6.83,6.83,NEUTRAL,396.73,3.0,24.0,0.4,394.9818,C17H12Cl3N3S,3.0,1.0,1.0
436,2273073,CHEMBL4170042,431.18,7.26,4.0,1.0,37.28,4.0,N,1.0,11.27,3.77,7.44,7.44,NEUTRAL,431.18,3.0,25.0,0.35,428.9428,C17H11Cl4N3S,3.0,1.0,1.0
437,2273248,CHEMBL4170217,334.66,5.02,4.0,1.0,37.28,4.0,N,1.0,11.27,3.67,4.87,4.86,NEUTRAL,334.66,2.0,19.0,0.48,332.9661,C12H10Cl3N3S,3.0,1.0,1.0
438,2275042,CHEMBL4172011,465.62,7.91,4.0,1.0,37.28,4.0,N,1.0,11.26,3.52,8.04,8.04,NEUTRAL,465.62,3.0,26.0,0.24,462.9038,C17H10Cl5N3S,3.0,1.0,1.0
439,2276083,CHEMBL4173052,362.29,5.95,4.0,1.0,37.28,4.0,N,1.0,11.3,4.41,6.23,6.23,NEUTRAL,362.29,3.0,23.0,0.46,361.0207,C17H13Cl2N3S,3.0,1.0,1.0
440,2278489,CHEMBL4175458,438.38,7.62,4.0,1.0,37.28,5.0,N,1.0,11.3,4.52,7.88,7.87,NEUTRAL,438.38,4.0,29.0,0.26,437.052,C23H17Cl2N3S,3.0,1.0,1.0
441,2279197,CHEMBL4176166,291.34,0.57,4.0,3.0,113.23,3.0,N,0.0,-1.93,4.01,-1.82,-0.77,ACID,291.34,2.0,20.0,0.77,291.079,C12H13N5O2S,7.0,4.0,0.0
442,2279461,CHEMBL4176430,363.27,5.35,5.0,1.0,50.17,4.0,N,1.0,11.15,4.16,5.4,5.4,NEUTRAL,363.27,3.0,23.0,0.5,362.016,C16H12Cl2N4S,4.0,1.0,1.0
443,2279548,CHEMBL4176517,407.28,5.86,6.0,1.0,80.42,5.0,N,1.0,11.28,4.03,6.17,6.17,NEUTRAL,407.28,3.0,26.0,0.33,406.0058,C17H12Cl2N4O2S,6.0,1.0,1.0
444,2279876,CHEMBL4176845,363.27,5.35,5.0,1.0,50.17,4.0,N,1.0,11.29,4.36,5.01,5.01,NEUTRAL,363.27,3.0,23.0,0.5,362.016,C16H12Cl2N4S,4.0,1.0,1.0
445,2279968,CHEMBL4176937,376.31,5.39,4.0,0.0,29.65,3.0,N,1.0,,3.14,4.84,4.84,NEUTRAL,376.31,3.0,24.0,0.43,375.0364,C18H15Cl2N3S,3.0,0.0,1.0
446,2281872,CHEMBL4203721,463.58,3.6,4.0,2.0,87.74,11.0,N,0.0,13.26,,3.56,3.56,NEUTRAL,463.58,2.0,34.0,0.5,463.2471,C27H33N3O4,7.0,2.0,0.0
447,2282674,CHEMBL4204523,410.47,2.76,5.0,2.0,93.73,10.0,N,0.0,13.38,,3.55,3.55,NEUTRAL,410.47,2.0,30.0,0.46,410.1842,C23H26N2O5,7.0,2.0,0.0
448,2286751,CHEMBL4208600,421.5,2.48,4.0,3.0,96.53,9.0,N,0.0,13.28,,2.62,2.62,NEUTRAL,421.5,2.0,31.0,0.54,421.2002,C24H27N3O4,7.0,3.0,0.0
449,2287012,CHEMBL4208861,365.39,3.15,5.0,2.0,93.46,7.0,N,0.0,9.27,,3.04,3.03,NEUTRAL,365.39,3.0,27.0,0.67,365.1376,C20H19N3O4,7.0,2.0,0.0
450,2287552,CHEMBL4209401,379.42,3.46,5.0,2.0,93.46,7.0,N,0.0,7.63,,3.43,3.24,NEUTRAL,379.42,3.0,28.0,0.66,379.1532,C21H21N3O4,7.0,2.0,0.0
451,2290605,CHEMBL4212454,396.5,1.84,6.0,1.0,94.26,6.0,N,0.0,,1.83,2.3,2.3,NEUTRAL,396.5,2.0,29.0,0.46,396.2274,C21H28N6O2,8.0,1.0,0.0
452,2291140,CHEMBL4212989,298.39,1.71,5.0,1.0,85.67,5.0,N,0.0,13.51,,1.43,1.43,NEUTRAL,298.39,0.0,21.0,0.47,298.2005,C14H26N4O3,7.0,1.0,0.0
453,2291398,CHEMBL4213247,366.42,2.37,4.0,2.0,84.5,8.0,N,0.0,12.43,,2.67,2.67,NEUTRAL,366.42,2.0,27.0,0.7,366.158,C21H22N2O4,6.0,2.0,0.0
454,2291517,CHEMBL4213366,436.51,3.29,5.0,2.0,93.73,10.0,N,0.0,13.17,,3.94,3.94,NEUTRAL,436.51,2.0,32.0,0.44,436.1998,C25H28N2O5,7.0,2.0,0.0
455,2291937,CHEMBL4213786,355.39,2.1,5.0,3.0,100.02,8.0,N,0.0,9.02,2.16,1.99,1.98,NEUTRAL,355.39,2.0,26.0,0.38,355.1532,C19H21N3O4,7.0,3.0,0.0
456,2294087,CHEMBL4215936,410.47,2.76,5.0,2.0,93.73,10.0,N,0.0,13.38,,3.55,3.55,NEUTRAL,410.47,2.0,30.0,0.46,410.1842,C23H26N2O5,7.0,2.0,0.0
457,2295565,CHEMBL4217414,362.48,1.65,6.0,1.0,94.26,6.0,N,0.0,,1.83,1.89,1.89,NEUTRAL,362.48,1.0,26.0,0.47,362.243,C18H30N6O2,8.0,1.0,0.0
458,2295809,CHEMBL4217658,363.42,2.7,4.0,2.0,91.22,7.0,N,0.0,11.67,,2.89,2.89,NEUTRAL,363.42,2.0,27.0,0.79,363.1583,C21H21N3O3,6.0,2.0,0.0
459,2296336,CHEMBL4218185,340.38,1.84,4.0,2.0,84.5,8.0,N,0.0,12.94,,1.98,1.98,NEUTRAL,340.38,2.0,25.0,0.72,340.1423,C19H20N2O4,6.0,2.0,0.0
460,2302561,CHEMBL4237990,439.55,1.66,6.0,2.0,114.04,11.0,N,0.0,12.79,,2.36,2.36,NEUTRAL,439.55,0.0,31.0,0.37,439.2682,C22H37N3O6,9.0,2.0,0.0
461,2303012,CHEMBL4238441,494.59,3.74,6.0,2.0,110.8,13.0,N,0.0,12.61,,5.21,5.21,NEUTRAL,494.59,2.0,36.0,0.32,494.2417,C28H34N2O6,8.0,2.0,0.0
462,2303493,CHEMBL4238922,516.59,3.64,5.0,4.0,124.96,13.0,N,1.0,4.26,,4.7,1.71,ACID,516.59,3.0,38.0,0.26,516.226,C30H32N2O6,8.0,4.0,1.0
463,2303918,CHEMBL4239347,529.63,4.19,6.0,2.0,101.93,14.0,N,1.0,12.44,,5.71,5.71,NEUTRAL,529.63,3.0,39.0,0.24,529.2464,C32H35NO6,7.0,2.0,1.0
464,2305491,CHEMBL4240920,452.51,2.72,6.0,2.0,110.8,11.0,N,0.0,12.56,,3.95,3.95,NEUTRAL,452.51,2.0,33.0,0.4,452.1947,C25H28N2O6,8.0,2.0,0.0
465,2306709,CHEMBL4242138,521.61,2.45,6.0,2.0,114.04,12.0,N,1.0,12.7,,3.6,3.6,NEUTRAL,521.61,2.0,38.0,0.33,521.2526,C29H35N3O6,9.0,2.0,1.0
466,2307221,CHEMBL4242650,544.65,4.12,6.0,3.0,113.96,14.0,N,1.0,13.22,,5.44,5.44,NEUTRAL,544.65,3.0,40.0,0.21,544.2573,C32H36N2O6,8.0,3.0,1.0
467,2307692,CHEMBL4243121,510.63,3.93,6.0,3.0,113.96,14.0,N,1.0,13.28,,5.04,5.04,NEUTRAL,510.63,2.0,37.0,0.26,510.273,C29H38N2O6,8.0,3.0,1.0
468,2308656,CHEMBL4244085,547.65,3.0,6.0,2.0,114.04,13.0,N,1.0,12.65,,4.13,4.13,NEUTRAL,547.65,2.0,40.0,0.23,547.2682,C31H37N3O6,9.0,2.0,1.0
469,2309227,CHEMBL4244656,494.59,3.74,6.0,2.0,110.8,13.0,N,0.0,12.61,,5.21,5.21,NEUTRAL,494.59,2.0,36.0,0.32,494.2417,C28H34N2O6,8.0,2.0,0.0
470,2309698,CHEMBL4245127,508.62,4.13,6.0,2.0,110.8,14.0,N,1.0,12.64,,5.65,5.65,NEUTRAL,508.62,2.0,37.0,0.29,508.2573,C29H36N2O6,8.0,2.0,1.0
471,2310202,CHEMBL4245631,419.52,2.42,6.0,2.0,101.93,12.0,N,0.0,12.54,,3.58,3.58,NEUTRAL,419.52,1.0,30.0,0.4,419.2308,C23H33NO6,7.0,2.0,0.0
472,2311480,CHEMBL4246909,454.52,2.51,6.0,3.0,113.96,11.0,N,0.0,13.2,,3.34,3.34,NEUTRAL,454.52,2.0,33.0,0.36,454.2104,C25H30N2O6,8.0,3.0,0.0
473,2311646,CHEMBL4247075,544.65,4.12,6.0,3.0,113.96,14.0,N,1.0,13.22,,5.44,5.44,NEUTRAL,544.65,3.0,40.0,0.21,544.2573,C32H36N2O6,8.0,3.0,1.0
474,2312278,CHEMBL4247707,521.61,2.45,6.0,2.0,114.04,12.0,N,1.0,12.7,,3.6,3.6,NEUTRAL,521.61,2.0,38.0,0.33,521.2526,C29H35N3O6,9.0,2.0,1.0
475,2312534,CHEMBL4247963,605.74,4.88,5.0,4.0,116.76,15.0,N,1.0,13.26,,5.84,5.84,NEUTRAL,605.74,4.0,45.0,0.14,605.289,C37H39N3O5,8.0,4.0,1.0
476,2313486,CHEMBL4248915,418.49,2.52,6.0,2.0,110.8,11.0,N,0.0,12.61,,3.55,3.55,NEUTRAL,418.49,1.0,30.0,0.42,418.2104,C22H30N2O6,8.0,2.0,0.0
477,2314009,CHEMBL4249438,495.62,3.99,6.0,2.0,101.93,14.0,N,0.0,12.54,,5.3,5.3,NEUTRAL,495.62,2.0,36.0,0.3,495.2621,C29H37NO6,7.0,2.0,0.0
478,2314469,CHEMBL4249898,453.54,2.62,6.0,2.0,101.93,12.0,N,0.0,12.42,,3.98,3.98,NEUTRAL,453.54,2.0,33.0,0.38,453.2151,C26H31NO6,7.0,2.0,0.0
479,2314835,CHEMBL4250264,523.63,2.24,6.0,3.0,117.2,12.0,N,1.0,13.63,,2.99,2.99,NEUTRAL,523.63,2.0,38.0,0.29,523.2682,C29H37N3O6,9.0,3.0,1.0
480,2316051,CHEMBL4251480,542.63,4.33,6.0,2.0,110.8,14.0,N,1.0,12.59,,6.05,6.05,NEUTRAL,542.63,3.0,40.0,0.23,542.2417,C32H34N2O6,8.0,2.0,1.0
481,2316324,CHEMBL4276873,633.83,4.74,8.0,1.0,131.32,11.0,N,1.0,13.19,,5.27,5.27,NEUTRAL,633.83,0.0,45.0,0.2,633.3989,C34H55N3O8,11.0,1.0,2.0
482,2318705,CHEMBL4279254,621.73,3.98,8.0,1.0,131.32,11.0,N,1.0,13.19,,4.49,4.49,NEUTRAL,621.73,2.0,45.0,0.23,621.305,C34H43N3O8,11.0,1.0,2.0
483,2319275,CHEMBL4279824,545.63,2.37,7.0,2.0,142.32,10.0,N,1.0,3.56,,2.91,-0.45,ACID,545.63,1.0,39.0,0.34,545.2737,C28H39N3O8,11.0,2.0,2.0
484,2319758,CHEMBL4280307,677.84,4.85,8.0,1.0,131.32,15.0,N,1.0,13.19,,5.96,5.96,NEUTRAL,677.84,2.0,49.0,0.12,677.3676,C38H51N3O8,11.0,1.0,2.0
485,2320147,CHEMBL4280696,671.79,5.14,8.0,1.0,131.32,11.0,N,2.0,13.19,,5.48,5.48,NEUTRAL,671.79,3.0,49.0,0.17,671.3207,C38H45N3O8,11.0,1.0,3.0
486,2321313,CHEMBL4281865,497.59,1.92,7.0,2.0,142.32,7.0,N,0.0,3.65,,1.95,-1.37,ACID,497.59,0.0,35.0,0.4,497.2737,C24H39N3O8,11.0,2.0,1.0
487,2323014,CHEMBL4283566,627.78,4.36,8.0,1.0,131.32,11.0,N,1.0,13.19,,4.88,4.88,NEUTRAL,627.78,1.0,45.0,0.22,627.352,C34H49N3O8,11.0,1.0,2.0
488,2323591,CHEMBL4284143,649.79,4.42,8.0,1.0,131.32,13.0,N,1.0,13.19,,5.23,5.23,NEUTRAL,649.79,2.0,47.0,0.15,649.3363,C36H47N3O8,11.0,1.0,2.0
489,2325651,CHEMBL4286203,649.79,4.07,8.0,1.0,131.32,13.0,N,1.0,13.19,,5.07,5.07,NEUTRAL,649.79,2.0,47.0,0.2,649.3363,C36H47N3O8,11.0,1.0,2.0
490,2328054,CHEMBL4288606,621.73,3.98,8.0,1.0,131.32,11.0,N,1.0,13.19,,4.49,4.49,NEUTRAL,621.73,2.0,45.0,0.23,621.305,C34H43N3O8,11.0,1.0,2.0
491,2329927,CHEMBL4290479,559.66,2.76,7.0,2.0,142.32,11.0,N,1.0,3.54,,3.36,-0.01,ACID,559.66,1.0,40.0,0.24,559.2894,C29H41N3O8,11.0,2.0,2.0
492,2330393,CHEMBL4290945,469.54,1.14,7.0,2.0,142.32,8.0,N,0.0,3.54,,1.26,-2.11,ACID,469.54,0.0,33.0,0.4,469.2424,C22H35N3O8,11.0,2.0,1.0
493,2331286,CHEMBL4291838,559.66,2.8,8.0,1.0,131.32,10.0,N,1.0,13.19,,3.13,3.13,NEUTRAL,559.66,1.0,40.0,0.26,559.2894,C29H41N3O8,11.0,1.0,2.0
494,2331469,CHEMBL4292021,635.76,4.03,8.0,1.0,131.32,12.0,N,1.0,13.19,,4.78,4.78,NEUTRAL,635.76,2.0,46.0,0.21,635.3207,C35H45N3O8,11.0,1.0,2.0
495,2333605,CHEMBL4294157,587.71,3.58,8.0,1.0,131.32,9.0,N,1.0,13.19,,3.82,3.82,NEUTRAL,587.71,1.0,42.0,0.26,587.3207,C31H45N3O8,11.0,1.0,2.0
496,2333782,CHEMBL4294334,537.65,2.7,7.0,2.0,142.32,9.0,N,1.0,3.64,,3.01,-0.32,ACID,537.65,0.0,38.0,0.34,537.305,C27H43N3O8,11.0,2.0,2.0
497,2341716,CHEMBL4434707,359.91,5.65,5.0,1.0,37.28,6.0,N,1.0,11.57,4.97,5.7,5.69,NEUTRAL,359.91,3.0,23.0,0.35,359.0318,C17H14ClN3S2,3.0,1.0,1.0
498,2354410,CHEMBL4447401,394.35,6.31,5.0,1.0,37.28,6.0,N,1.0,11.53,4.58,6.31,6.3,NEUTRAL,394.35,3.0,24.0,0.3,392.9928,C17H13Cl2N3S2,3.0,1.0,1.0
499,2357544,CHEMBL4450535,339.49,5.31,5.0,1.0,37.28,6.0,N,1.0,11.61,5.49,5.61,5.55,NEUTRAL,339.49,3.0,23.0,0.38,339.0864,C18H17N3S2,3.0,1.0,1.0
500,2361695,CHEMBL4454686,370.46,4.91,7.0,1.0,80.42,7.0,N,0.0,11.56,4.9,5.04,5.02,NEUTRAL,370.46,3.0,25.0,0.28,370.0558,C17H14N4O2S2,6.0,1.0,0.0
501,2369010,CHEMBL4462001,418.39,6.07,5.0,1.0,37.28,6.0,N,1.0,12.25,5.05,6.52,6.5,NEUTRAL,418.39,3.0,24.0,0.3,416.9969,C18H16BrN3S2,3.0,1.0,1.0
502,2372407,CHEMBL4465398,394.35,6.31,5.0,1.0,37.28,6.0,N,1.0,11.56,4.57,6.31,6.3,NEUTRAL,394.35,3.0,24.0,0.3,392.9928,C17H13Cl2N3S2,3.0,1.0,1.0
503,2387589,CHEMBL4516178,355.49,5.01,6.0,1.0,46.51,7.0,N,1.0,11.58,5.15,4.94,4.91,NEUTRAL,355.49,3.0,24.0,0.37,355.0813,C18H17N3OS2,4.0,1.0,1.0
504,2429054,CHEMBL4558626,218.21,0.94,3.0,2.0,83.05,3.0,N,0.0,3.82,1.46,1.05,-2.2,ACID,218.21,2.0,16.0,0.8,218.0691,C11H10N2O3,5.0,2.0,0.0
505,2434443,CHEMBL4564015,370.46,4.91,7.0,1.0,80.42,7.0,N,0.0,11.55,4.9,5.04,5.02,NEUTRAL,370.46,3.0,25.0,0.28,370.0558,C17H14N4O2S2,6.0,1.0,0.0
506,2435496,CHEMBL4565068,343.45,5.14,5.0,1.0,37.28,6.0,N,1.0,11.57,4.97,5.24,5.22,NEUTRAL,343.45,3.0,23.0,0.38,343.0613,C17H14FN3S2,3.0,1.0,1.0
507,2435956,CHEMBL4565528,404.36,5.76,5.0,1.0,37.28,6.0,N,1.0,11.57,4.93,5.87,5.85,NEUTRAL,404.36,3.0,23.0,0.32,402.9813,C17H14BrN3S2,3.0,1.0,1.0
508,2439131,CHEMBL4568703,325.46,5.0,5.0,1.0,37.28,6.0,N,1.0,11.6,5.43,5.1,5.04,NEUTRAL,325.46,3.0,22.0,0.39,325.0707,C17H15N3S2,3.0,1.0,1.0
509,2453458,CHEMBL4583027,148.16,1.05,2.0,2.0,41.13,0.0,Y,0.0,13.25,1.79,0.39,0.39,NEUTRAL,148.16,1.0,11.0,0.58,148.0637,C8H8N2O,3.0,2.0,0.0
